x,y,v,kappa,s
37.021,-13.337,4.505,0.0068,242.3763
36.912,-13.169,4.691,0.012,242.5763
36.803,-13.002,4.517,0.023,242.7763
36.693,-12.835,4.336,0.0167,242.9763
36.583,-12.668,4.148,-0.0052,243.1763
36.473,-12.501,3.95,0.1741,243.3763
36.357,-12.338,3.743,0.4897,243.5759
36.226,-12.187,3.523,-0.7115,243.7759
36.117,-12.019,3.848,-0.0039,243.9759
36.009,-11.851,4.072,0.0035,244.1759
35.9,-11.683,3.871,0.2481,244.3759
35.784,-11.521,3.659,0.5261,244.5754
35.65,-11.372,3.434,-0.7488,244.7753
35.541,-11.205,3.767,0.0076,244.9753
35.431,-11.038,4.073,0.2291,245.1753
35.314,-10.876,4.358,0.054,245.3751
35.195,-10.715,4.625,-0.2656,245.575
35.085,-10.548,4.877,0.0592,245.775
34.972,-10.383,5.117,0.031,245.975
34.859,-10.218,5.196,-0.0297,246.175
34.747,-10.053,5.04,-0.0119,246.375
34.635,-9.887,4.879,0.0093,246.575
34.523,-9.721,4.712,-0.0608,246.775
34.412,-9.554,4.539,0.2054,246.975
34.295,-9.392,4.359,-0.1316,247.175
34.183,-9.227,4.172,0.2191,247.3749
34.063,-9.067,3.976,0.2899,247.5745
33.934,-8.915,3.77,-0.6213,247.7742
33.825,-8.747,4.076,0.0003,247.9742
33.716,-8.579,4.305,0.4764,248.1742
33.592,-8.423,4.575,-0.065,248.3738
33.47,-8.265,4.779,-0.3866,248.5734
33.36,-8.098,5.024,0.0379,248.7734
33.249,-7.932,5.257,0.2252,248.9734
33.131,-7.77,5.471,-0.1747,249.1733
33.018,-7.605,5.323,-0.0465,249.3733
32.907,-7.439,5.17,0.0308,249.5733
32.795,-7.274,5.013,-0.0161,249.7733
32.683,-7.108,4.851,0.0397,249.9733
32.57,-6.943,4.683,-0.062,250.1733
32.459,-6.776,4.509,0.2201,250.3733
32.341,-6.615,4.329,0.0771,250.5731
32.22,-6.456,4.14,-0.3469,250.7729
32.111,-6.288,3.942,0.0091,250.9729
32.001,-6.121,3.733,0.6334,251.1729
31.872,-5.969,4.042,-0.2791,251.3725
31.751,-5.81,4.327,-0.3774,251.5719
31.642,-5.643,4.304,0.0388,251.7719
31.532,-5.476,4.114,0.5217,251.9718
31.405,-5.321,4.396,-0.4222,252.1718
31.292,-5.157,4.661,-0.0705,252.3716
31.181,-4.99,4.911,0.0609,252.5716
31.068,-4.825,5.15,0.0592,252.7716
30.953,-4.662,5.378,-0.1262,252.9716
30.842,-4.495,5.596,0.0495,253.1716
30.729,-4.33,5.634,0.0072,253.3716
30.617,-4.165,5.49,-0.0184,253.5716
30.504,-3.999,5.343,-0.0156,253.7716
30.393,-3.833,5.191,0.0642,253.9716
30.279,-3.669,5.035,-0.0387,254.1716
30.167,-3.503,4.873,-0.0512,254.3716
30.056,-3.337,4.706,0.1614,254.5716
29.94,-3.174,4.533,0.136,254.7714
29.819,-3.014,4.353,-0.3283,254.9713
29.71,-2.847,4.165,0.0021,255.1713
29.6,-2.68,3.969,0.5606,255.3713
29.472,-2.527,4.26,-0.1633,255.5709
29.35,-2.369,4.178,-0.4333,255.7703
29.241,-2.201,3.982,-0.0009,255.9703
29.133,-2.033,3.776,0.6192,256.1703
29.004,-1.88,4.081,-0.4174,256.3703
28.889,-1.717,4.365,-0.134,256.57
28.779,-1.55,4.632,0.0628,256.77
28.666,-1.385,4.884,0.1076,256.97
28.549,-1.222,5.124,-0.1739,257.17
28.439,-1.056,5.353,0.0507,257.37
28.326,-0.89,5.204,-0.0145,257.57
28.214,-0.725,5.049,0.0062,257.77
28.102,-0.559,4.888,0.0577,257.97
27.988,-0.395,4.721,-0.0565,258.17
27.876,-0.229,4.549,-0.0515,258.37
27.766,-0.062,4.369,0.2598,258.57
27.647,0.098,4.182,0.0079,258.7698
27.528,0.259,3.987,-0.2941,258.9696
27.418,0.426,3.781,0.0012,259.1696
27.309,0.593,3.563,0.6956,259.3696
27.177,0.744,3.885,-0.4069,259.5694
27.059,0.904,4.181,-0.3073,259.7688
26.95,1.072,4.459,0.0939,259.9688
26.838,1.237,4.297,0.4782,260.1686
26.71,1.391,4.23,-0.4934,260.3686
26.599,1.557,4.505,-0.0182,260.5685
26.488,1.724,4.764,0.083,260.7685
26.374,1.888,5.009,0.0479,260.9684
26.259,2.052,5.243,-0.1534,261.1684
26.149,2.219,5.247,0.0636,261.3684
26.036,2.384,5.092,-0.038,261.5684
25.925,2.55,4.933,0.0565,261.7684
25.812,2.715,4.768,0.0549,261.9684
25.698,2.879,4.597,-0.0841,262.1684
25.586,3.045,4.42,-0.0603,262.3684
25.476,3.212,4.235,0.379,262.5684
25.354,3.37,4.042,-0.1434,262.7682
25.236,3.532,3.839,-0.0377,262.968
25.12,3.694,3.625,0.5501,263.1675
24.986,3.843,3.397,-0.765,263.3675
24.877,4.01,3.642,0.0125,263.5675
24.767,4.177,3.415,0.2071,263.7675
24.65,4.34,3.172,0.0692,263.9673
24.532,4.5,2.909,-0.2796,264.1672
24.422,4.668,2.62,-0.0015,264.3672
24.312,4.835,2.294,1.6773,264.5672
24.157,4.956,2.763,1.1052,264.7647
23.978,5.042,2.987,0.5829,264.9632
23.789,5.108,2.706,0.1347,265.1632
23.598,5.168,2.392,0.34,265.3631
23.403,5.214,2.03,2.1418,265.5631
23.208,5.18,2.55,-0.4215,265.7617
23.009,5.162,2.983,-0.3656,265.9611
22.809,5.158,2.809,-0.0103,266.161
22.61,5.155,2.509,1.4025,266.3602
22.419,5.097,2.949,-0.8339,266.5602
22.221,5.072,3.33,0.1839,266.7598
22.024,5.04,3.673,0.2363,266.9596
21.828,4.998,3.986,0.1056,267.1596
21.633,4.952,4.276,0.066,267.3596
21.439,4.904,4.453,0.2931,267.5596
21.248,4.844,4.27,-0.4842,267.7596
21.053,4.803,4.542,-0.1474,267.9592
20.856,4.768,4.778,0.1036,268.1592
20.66,4.729,4.607,0.1714,268.3591
20.465,4.683,4.43,-0.3169,268.5591
20.268,4.649,4.246,0.4897,268.7591
20.076,4.597,4.326,0.08,268.9589
19.883,4.541,4.137,-0.0475,269.1588
19.691,4.487,3.939,-0.107,269.3588
19.497,4.438,3.731,-0.6343,269.5586
19.299,4.413,4.039,-0.0074,269.7586
19.1,4.388,4.14,0.4189,269.9586
18.905,4.347,3.943,0.3506,270.1582
18.713,4.292,3.734,0.0815,270.3581
18.521,4.235,3.514,-0.266,270.5581
18.327,4.187,3.278,-0.8217,270.7581
18.128,4.172,3.625,0.4633,270.958
17.931,4.138,3.942,0.2933,271.1575
17.736,4.093,4.235,0.1423,271.3575
17.543,4.042,4.51,0.1902,271.5575
17.351,3.984,4.385,-0.0982,271.7575
17.159,3.93,4.199,-0.0836,271.9575
16.966,3.879,4.004,-0.1097,272.1574
16.771,3.832,3.798,-0.3388,272.3574
16.575,3.799,3.582,-0.4353,272.5569
16.375,3.783,3.352,0.7858,272.7567
16.181,3.735,3.693,0.1221,272.9567
15.988,3.684,4.004,0.1011,273.1567
15.796,3.628,4.294,-0.0209,273.3566
15.604,3.573,4.564,-0.1159,273.5566
15.41,3.523,4.82,-0.0919,273.7566
15.216,3.476,5.063,-0.1372,273.9566
15.02,3.434,5.295,-0.0238,274.1566
14.824,3.393,5.517,0.0592,274.3566
14.629,3.35,5.73,0.0262,274.5566
14.434,3.307,5.936,-0.0789,274.7566
14.238,3.266,6.134,0.2318,274.9566
14.044,3.216,6.327,0.1982,275.1566
13.853,3.158,6.514,-0.1151,275.3565
13.66,3.105,6.695,-0.0705,275.5565
13.466,3.055,6.872,0.0026,275.7565
13.273,3.004,6.851,-0.1705,275.9564
13.078,2.96,6.733,-0.1425,276.1564
12.881,2.922,6.613,0.1581,276.3564
12.687,2.878,6.491,-0.0436,276.5564
12.491,2.835,6.367,-0.068,276.7563
12.295,2.795,6.24,0.1417,276.9563
12.101,2.749,6.111,0.1247,277.1563
11.907,2.699,5.978,0.0499,277.3563
11.714,2.646,5.843,0.1078,277.5563
11.522,2.59,5.705,-0.0308,277.7563
11.33,2.534,5.563,-0.184,277.9562
11.136,2.486,5.417,-0.1128,278.1562
10.941,2.442,5.267,-0.0484,278.3562
10.745,2.4,5.113,-0.0513,278.5562
10.549,2.36,4.954,0.0013,278.7562
10.353,2.32,4.79,0.0619,278.9562
10.158,2.278,4.62,0.1211,279.1562
9.964,2.231,4.443,0.1116,279.3562
9.77,2.179,4.26,0.1342,279.5562
9.579,2.122,4.067,-0.0523,279.7562
9.386,2.068,3.866,-0.1099,279.9561
9.193,2.017,3.653,-0.1872,280.1561
8.998,1.974,3.427,-0.7516,280.3558
8.798,1.961,3.679,0.6524,280.5558
8.602,1.921,3.991,0.2173,280.7555
8.408,1.874,3.939,0.1425,280.9555
8.216,1.82,3.73,0.0999,281.1555
8.024,1.763,3.509,-0.0866,281.3554
7.831,1.709,3.273,-0.824,281.5554
7.633,1.688,3.621,0.3162,281.7554
7.436,1.654,3.938,0.1229,281.9552
7.239,1.615,4.232,0.0965,282.1552
7.044,1.572,4.506,0.3847,282.355
6.853,1.514,4.331,0.0154,282.555
6.661,1.456,4.143,-0.5145,282.755
6.465,1.418,4.422,-0.061,282.9547
6.269,1.382,4.348,-0.0387,283.1547
6.072,1.347,4.16,-0.1231,283.3546
5.874,1.318,3.963,0.5621,283.5545
5.681,1.266,4.255,0.1864,283.7545
5.49,1.208,4.145,-0.1809,283.9545
5.296,1.156,3.948,-0.1701,284.1544
5.102,1.111,3.74,-0.2075,284.3544
4.905,1.074,3.52,-0.5537,284.5541
4.706,1.059,3.285,0.8183,284.7541
4.512,1.012,3.631,0.243,284.9539
4.32,0.955,3.948,-0.046,285.1538
4.128,0.9,4.241,-0.314,285.3538
3.933,0.858,4.111,-0.5224,285.5534
3.734,0.835,4.066,0.0751,285.7534
3.536,0.81,3.864,0.5913,285.9534
3.342,0.762,4.105,0.2273,286.1529
3.15,0.705,3.906,-0.0826,286.3529
2.958,0.651,3.695,-0.308,286.5528
2.762,0.609,3.472,-0.7322,286.7526
2.563,0.596,3.665,0.6574,286.9526
2.367,0.557,3.978,0.239,287.1522
2.173,0.509,4.11,0.1484,287.3522
1.98,0.455,3.911,0.0353,287.5521
1.789,0.4,3.701,-0.6446,287.7518
1.591,0.369,4.012,0.1971,287.9518
1.395,0.331,4.044,-0.17,288.1518
1.197,0.3,3.842,0.2425,288.3518
1.002,0.259,3.628,0.426,288.5511
0.81,0.202,3.4,-0.1257,288.7511
0.617,0.149,3.156,-0.8862,288.9511
0.418,0.131,3.516,0.4093,289.1511
0.221,0.097,3.842,0.1961,289.3508
0.026,0.055,4.142,0.1528,289.5508
-0.168,0.008,4.003,0.3062,289.7507
-0.359,-0.052,3.798,-0.612,289.9506
-0.556,-0.088,4.102,0.1897,290.1506
-0.751,-0.131,4.16,-0.3425,290.3505
-0.948,-0.161,3.963,0.0091,290.5501
-1.145,-0.191,3.757,0.6255,290.7494
-1.338,-0.246,4.064,0.0571,290.9494
-1.53,-0.302,3.991,-0.1384,291.1494
-1.723,-0.354,3.786,-0.616,291.3494
-1.92,-0.381,4.089,-0.1325,291.5487
-2.119,-0.403,4.034,0.3723,291.7485
-2.315,-0.44,3.831,0.6014,291.9483
-2.506,-0.5,4.133,-0.282,292.1483
-2.7,-0.549,4.205,-0.1122,292.3482
-2.895,-0.594,4.011,-0.3997,292.5482
-3.092,-0.623,3.807,-0.2111,292.7477
-3.29,-0.644,3.591,0.6847,292.9472
-3.485,-0.692,3.911,0.2661,293.1472
-3.676,-0.75,4.19,-0.0613,293.3472
-3.868,-0.806,3.994,-0.4784,293.5472
-4.064,-0.842,3.789,-0.3664,293.7465
-4.263,-0.865,3.572,0.0476,293.9465
-4.461,-0.89,3.341,0.791,294.1464
-4.653,-0.945,3.682,0.0603,294.3464
-4.845,-1.002,3.995,-0.1674,294.5464
-5.038,-1.054,4.279,-0.441,294.7463
-5.234,-1.088,4.089,-0.4681,294.9456
-5.434,-1.103,3.888,0.5839,295.1455
-5.63,-1.142,4.186,0.4279,295.3455
-5.822,-1.197,4.463,0.0701,295.5454
-6.014,-1.255,4.708,-0.2871,295.7454
-6.208,-1.301,4.535,-0.3475,295.9449
-6.405,-1.334,4.355,0.1271,296.1449
-6.601,-1.373,4.168,-0.2819,296.3449
-6.799,-1.4,3.971,0.5598,296.5449
-6.993,-1.449,3.957,0.1801,296.7444
-7.185,-1.504,3.75,-0.1074,296.9443
-7.378,-1.556,3.53,-0.1646,297.1443
-7.572,-1.602,3.296,-0.8127,297.3442
-7.772,-1.615,3.642,0.6091,297.5442
-7.968,-1.653,3.957,0.2813,297.7438
-8.162,-1.701,4.249,0.1466,297.9437
-8.354,-1.755,4.189,0.1032,298.1437
-8.546,-1.813,3.994,-0.2272,298.3437
-8.74,-1.863,3.788,-0.6153,298.5437
-8.938,-1.888,4.092,0.1927,298.7435
-9.135,-1.921,4.375,0.1552,298.9433
-9.331,-1.96,4.641,0.0698,299.1433
-9.527,-2.001,4.524,0.4157,299.3432
-9.718,-2.059,4.343,-0.0003,299.5432
-9.91,-2.117,4.155,-0.4651,299.7432
-10.105,-2.157,3.958,-0.1072,299.9428
-10.302,-2.192,3.751,-0.0098,300.1428
-10.499,-2.227,3.531,-0.2301,300.3428
-10.697,-2.254,3.297,0.8122,300.5428
-10.889,-2.311,3.643,-0.0808,300.7428
-11.081,-2.366,3.958,-0.1145,300.9427
-11.275,-2.416,3.93,-0.3656,301.1427
-11.471,-2.452,3.722,-0.5152,301.3421
-11.67,-2.467,3.5,0.7206,301.5419
-11.865,-2.511,3.828,0.1392,301.7419
-12.059,-2.561,4.129,0.1471,301.9419
-12.251,-2.616,3.982,0.0309,302.1419
-12.443,-2.672,3.776,-0.2207,302.3418
-12.637,-2.719,3.558,-0.6973,302.5414
-12.836,-2.74,3.881,0.4558,302.7414
-13.032,-2.778,4.178,0.012,302.9413
-13.228,-2.817,4.345,0.2144,303.1413
-13.422,-2.864,4.158,0.275,303.3411
-13.614,-2.922,3.96,-0.0046,303.5411
-13.805,-2.979,3.753,-0.6268,303.7411
-14.002,-3.013,4.06,0.1017,303.9411
-14.199,-3.05,4.346,-0.1543,304.141
-14.396,-3.081,4.198,0.078,304.3409
-14.593,-3.116,4.004,0.5507,304.5404
-14.785,-3.171,4.293,0.0391,304.7404
-14.977,-3.228,4.26,-0.2957,304.9404
-15.171,-3.274,4.068,-0.0294,305.1404
-15.366,-3.319,3.867,-0.2934,305.3404
-15.563,-3.352,3.655,-0.324,305.5399
-15.762,-3.372,3.429,0.7508,305.7395
-15.955,-3.422,3.763,0.1419,305.9395
-16.148,-3.477,4.069,0.0034,306.1395
-16.34,-3.532,4.049,-0.0808,306.3395
-16.533,-3.584,3.847,-0.3136,306.5395
-16.728,-3.624,3.634,-0.6687,306.7389
-16.928,-3.638,3.912,0.577,306.9389
-17.124,-3.674,4.207,0.4284,307.1388
-17.317,-3.728,4.483,0.1246,307.3386
-17.508,-3.785,4.743,-0.1978,307.5386
-17.702,-3.836,4.739,-0.3921,307.7383
-17.899,-3.871,4.567,0.0735,307.9383
-18.095,-3.909,4.388,-0.2981,308.1383
-18.293,-3.935,4.202,0.4152,308.3382
-18.488,-3.977,4.008,0.3605,308.5376
-18.68,-4.034,3.803,-0.0012,308.7376
-18.872,-4.09,3.587,-0.2522,308.9376
-19.066,-4.137,3.356,-0.7837,309.1376
-19.265,-4.152,3.696,0.4461,309.3374
-19.462,-4.186,4.007,0.3244,309.5368
-19.657,-4.232,4.285,0.1228,309.7368
-19.85,-4.283,4.094,0.2038,309.9368
-20.041,-4.342,3.894,-0.1335,310.1368
-20.234,-4.395,3.683,-0.651,310.3368
-20.431,-4.424,3.994,-0.1457,310.5363
-20.63,-4.446,4.055,0.2453,310.7362
-20.827,-4.478,3.853,0.5946,310.9358
-21.019,-4.534,4.153,0.1042,311.1358
-21.21,-4.593,4.226,-0.3067,311.3358
-21.404,-4.64,4.033,-0.5428,311.5357
-21.602,-4.667,4.169,-0.0769,311.7351
-21.8,-4.69,3.973,0.5594,311.9345
-21.995,-4.735,4.264,0.1293,312.1345
-22.188,-4.785,4.234,0.2139,312.3345
-22.38,-4.844,4.04,-0.4687,312.5345
-22.575,-4.884,3.838,-0.3979,312.734
-22.773,-4.909,3.624,-0.0704,312.9339
-22.972,-4.93,3.396,0.7655,313.1335
-23.165,-4.982,3.733,0.1407,313.3335
-23.357,-5.039,4.041,-0.085,313.5335
-23.549,-5.093,4.304,-0.4767,313.7335
-23.745,-5.129,4.468,-0.3386,313.9327
-23.944,-5.151,4.286,0.4807,314.1324
-24.14,-5.192,4.557,0.0535,314.3324
-24.335,-5.235,4.5,0.3495,314.5324
-24.527,-5.291,4.319,-0.1715,314.7323
-24.72,-5.341,4.13,-0.2502,314.932
-24.916,-5.382,3.931,-0.0527,315.132
-25.112,-5.42,3.722,-0.4752,315.3319
-25.311,-5.439,3.501,0.7203,315.5319
-25.505,-5.487,3.828,0.2049,315.7314
-25.697,-5.543,3.84,-0.028,315.9314
-25.889,-5.597,3.626,-0.2301,316.1314
-26.084,-5.643,3.399,-0.7644,316.331
-26.283,-5.658,3.735,0.3755,316.531
-26.481,-5.689,4.043,0.4697,316.7309
-26.674,-5.737,4.329,0.2345,316.9305
-26.866,-5.795,4.205,-0.1084,317.1305
-27.058,-5.849,4.011,-0.409,317.3303
-27.255,-5.887,3.806,-0.6095,317.5303
-27.454,-5.901,3.8,0.6115,317.7303
-27.65,-5.938,4.102,0.3481,317.9296
-27.843,-5.99,4.114,0.0998,318.1296
-28.035,-6.045,3.915,0.03,318.3296
-28.227,-6.101,3.705,-0.1828,318.5296
-28.421,-6.151,3.483,-0.7279,318.7296
-28.619,-6.172,3.811,0.1114,318.9291
-28.818,-6.197,4.113,0.4157,319.1289
-29.013,-6.238,4.395,0.429,319.3286
-29.204,-6.297,4.436,-0.0198,319.5286
-29.396,-6.354,4.251,-0.4885,319.7286
-29.592,-6.392,4.207,-0.4203,319.9284
-29.79,-6.414,4.013,0.1197,320.1282
-29.988,-6.441,3.809,0.6084,320.3274
-30.181,-6.491,3.826,0.257,320.5274
-30.372,-6.552,3.61,-0.6773,320.7274
-30.569,-6.586,3.928,-0.3294,320.9273
-30.768,-6.607,4.155,0.2729,321.1271
-30.964,-6.639,3.959,0.5167,321.3262
-31.157,-6.691,3.752,-0.2565,321.5261
-31.353,-6.733,3.532,-0.7076,321.7261
-31.552,-6.747,3.857,0.5535,321.9261
-31.748,-6.783,4.155,0.4397,322.1254
-31.941,-6.836,4.264,0.0403,322.3253
-32.133,-6.89,4.072,-0.504,322.525
-32.33,-6.925,3.871,-0.527,322.725
-32.53,-6.939,3.658,0.6598,322.925
-32.725,-6.98,3.972,0.3768,323.1243
-32.917,-7.034,4.141,-0.0892,323.3243
-33.11,-7.085,3.943,-0.5442,323.5238
-33.308,-7.116,3.735,-0.3426,323.7238
-33.507,-7.132,3.514,0.7148,323.9238
-33.701,-7.177,3.84,0.2787,324.1232
-33.894,-7.232,3.814,0.0077,324.3232
-34.086,-7.288,3.599,-0.2153,324.5232
-34.28,-7.335,3.369,-0.7777,324.7228
-34.479,-7.352,3.708,0.2847,324.9228
-34.677,-7.38,4.019,0.4768,325.1228
-34.871,-7.427,4.257,0.2794,325.3223
-35.062,-7.484,4.065,-0.0717,325.5223
-35.255,-7.539,3.863,-0.3759,325.7222
-35.451,-7.579,3.65,-0.6627,325.9222
-35.65,-7.593,3.965,0.5091,326.1221
-35.846,-7.628,4.036,0.423,326.3215
-36.04,-7.678,3.833,0.1808,326.5214
-36.231,-7.736,3.618,-0.0535,326.7214
-36.423,-7.792,3.39,-0.7683,326.9214
-36.622,-7.817,3.727,0.2559,327.1214
-36.818,-7.853,4.036,-0.0109,327.3213
-37.015,-7.889,4.323,0.094,327.5212
-37.211,-7.928,4.391,0.4578,327.7209
-37.403,-7.984,4.451,0.0586,327.9209
-37.594,-8.043,4.268,-0.4334,328.1209
-37.789,-8.086,4.076,-0.0702,328.3208
-37.985,-8.125,3.875,-0.189,328.5208
-38.182,-8.158,3.663,-0.2035,328.7206
-38.381,-8.182,3.438,0.747,328.9203
-38.573,-8.235,3.771,0.0878,329.1203
-38.765,-8.291,4.077,-0.1281,329.3202
-38.958,-8.343,3.995,-0.1075,329.5202
-39.153,-8.391,3.79,-0.2377,329.7202
-39.349,-8.429,3.573,-0.5939,329.9198
-39.548,-8.444,3.341,0.7907,330.1198
-39.743,-8.489,3.683,0.1383,330.3197
-39.936,-8.541,3.959,0.0961,330.5197
-40.128,-8.596,3.751,0.0118,330.7196
-40.32,-8.651,3.532,-0.1685,330.9196
-40.514,-8.7,3.298,-0.8119,331.1194
-40.713,-8.717,3.643,0.4827,331.3194
-40.91,-8.753,3.959,0.1871,331.5192
-41.105,-8.797,4.251,0.1766,331.7192
-41.298,-8.847,4.293,0.193,331.9191
-41.49,-8.905,4.102,-0.1281,332.119
-41.683,-8.958,3.902,-0.5798,332.319
-41.88,-8.988,4.198,-0.2112,332.5189
-42.079,-9.01,4.251,0.2793,332.7189
-42.276,-9.043,4.059,0.5359,332.9182
-42.468,-9.096,4.344,0.0932,333.1182
-42.66,-9.154,4.492,-0.1411,333.3182
-42.853,-9.206,4.31,-0.1345,333.5181
-43.047,-9.252,4.121,-0.4768,333.7181
-43.245,-9.28,3.923,-0.1717,333.9175
-43.443,-9.301,3.714,0.6402,334.1169
-43.638,-9.348,4.024,0.15,334.3169
-43.831,-9.4,4.312,0.147,334.5169
-44.022,-9.458,4.324,-0.4375,334.7169
-44.217,-9.499,4.136,-0.3798,334.9163
-44.416,-9.525,3.938,-0.1135,335.1163
-44.615,-9.546,3.729,-0.0994,335.3163
-44.814,-9.564,3.508,0.284,335.5163
-45.012,-9.592,3.272,-0.3876,335.7162
-45.211,-9.606,3.019,0.0464,335.9156
-45.408,-9.621,2.744,1.0311,336.1139
-45.6,-9.676,2.435,-1.4888,336.3135
-45.8,-9.674,2.886,0.0567,336.5135
-46.0,-9.673,3.276,0.0116,336.7135
-46.2,-9.674,3.623,-0.0133,336.9135
-46.4,-9.673,3.922,-0.0053,337.1135
-46.6,-9.673,3.713,0.026,337.3135
-46.8,-9.673,3.491,-0.0673,337.5135
-47.0,-9.671,3.254,-0.2931,337.7135
-47.199,-9.658,2.999,-0.8919,337.9127
-47.393,-9.609,2.719,1.1943,338.1127
-47.593,-9.607,3.129,-0.2624,338.3126
-47.792,-9.594,3.323,-0.2484,338.5124
-47.991,-9.572,3.073,-0.2739,338.7123
-48.188,-9.539,2.801,-0.6703,338.912
-48.379,-9.48,2.499,1.4136,339.112
-48.578,-9.475,2.939,-0.6824,339.3115
-48.774,-9.444,3.32,-0.595,339.5101
-48.967,-9.39,3.664,-0.1345,339.71
-49.158,-9.33,3.977,0.3025,339.9099
-49.352,-9.282,4.268,-0.0016,340.1099
-49.546,-9.234,4.289,-0.2762,340.3099
-49.737,-9.175,4.098,-0.5257,340.5098
-49.92,-9.097,4.38,-0.1546,340.7092
-50.101,-9.014,4.263,0.4654,340.9088
-50.29,-8.947,4.071,0.0046,341.1088
-50.479,-8.88,3.87,-0.5896,341.3088
-50.658,-8.792,4.168,-0.0537,341.5086
-50.836,-8.702,4.299,0.0426,341.7086
-51.016,-8.613,4.108,0.0266,341.9086
-51.195,-8.525,3.909,-0.0742,342.1086
-51.374,-8.435,3.699,-0.6454,342.3085
-51.539,-8.322,4.01,0.3683,342.5085
-51.712,-8.222,4.003,-0.135,342.7084
-51.882,-8.118,3.798,-0.2385,342.9083
-52.048,-8.005,3.581,-0.1325,343.1082
-52.21,-7.888,3.351,0.1737,343.3082
-52.376,-7.777,3.103,-0.9171,343.5082
-52.519,-7.638,3.467,0.5326,343.7078
-52.675,-7.515,3.665,0.1009,343.9065
-52.834,-7.395,3.441,-0.7458,344.1054
-52.974,-7.252,3.773,0.0612,344.3054
-53.116,-7.111,3.915,0.0016,344.5054
-53.258,-6.97,3.706,-0.0356,344.7054
-53.399,-6.828,3.483,-0.0277,344.9054
-53.539,-6.686,3.245,0.2029,345.1054
-53.685,-6.549,2.989,-0.9885,345.3054
-53.8,-6.387,3.364,0.0168,345.5043
-53.917,-6.225,3.703,0.1219,345.704
-54.038,-6.066,4.014,-0.2911,345.9039
-54.149,-5.9,4.303,-0.2826,346.1039
-54.251,-5.728,4.573,-0.0892,346.3039
-54.35,-5.554,4.828,-0.1618,346.5039
-54.443,-5.377,4.694,-0.0996,346.7038
-54.533,-5.198,4.521,-0.1282,346.9038
-54.617,-5.017,4.34,-0.4687,347.1036
-54.685,-4.829,4.608,0.0684,347.3036
-54.755,-4.642,4.78,-0.1452,347.5036
-54.82,-4.452,4.61,-0.2269,347.7036
-54.876,-4.261,4.433,-0.0851,347.9035
-54.929,-4.068,4.249,0.0983,348.1034
-54.986,-3.876,4.056,-0.1245,348.3034
-55.037,-3.683,3.854,-0.1751,348.5034
-55.082,-3.488,3.641,-0.6661,348.7034
-55.101,-3.289,3.624,-0.2912,348.9026
-55.109,-3.09,3.397,0.1212,349.1026
-55.121,-2.89,3.153,0.8882,349.3023
-55.168,-2.696,2.894,-1.054,349.5023
-55.173,-2.497,3.282,0.5269,349.7017
-55.2,-2.3,3.626,0.1462,349.9002
-55.232,-2.104,3.402,-0.763,350.0991
-55.234,-1.904,3.738,0.0288,350.2991
-55.237,-1.704,4.046,-0.329,350.4991
-55.228,-1.504,3.89,-0.4034,350.6989
-55.202,-1.306,3.679,-0.1248,350.8985
-55.171,-1.109,3.456,0.7393,351.0979
-55.17,-0.909,3.473,-0.1,351.2979
-55.164,-0.709,3.235,-0.6456,351.4979
-55.133,-0.513,2.979,0.1415,351.697
-55.108,-0.316,2.699,0.6802,351.8953
-55.109,-0.117,2.386,-1.551,352.0946
-55.051,0.075,2.845,0.0591,352.2946
-54.994,0.267,3.239,0.4215,352.4946
-54.955,0.462,3.202,0.1808,352.6942
-54.922,0.66,2.942,-0.3064,352.8942
-54.877,0.853,2.658,-1.2497,353.0931
-54.786,1.032,2.872,1.0701,353.2931
-54.735,1.225,3.263,-0.0677,353.4928
-54.681,1.417,3.612,-0.3511,353.6928
-54.614,1.605,3.93,-0.378,353.8924
-54.532,1.788,4.224,-0.2038,354.0924
-54.444,1.967,4.499,-0.0716,354.2924
-54.352,2.145,4.743,0.0889,354.4924
-54.264,2.324,4.571,-0.4225,354.6924
-54.161,2.495,4.532,-0.243,354.892
-54.05,2.662,4.352,-0.1022,355.092
-53.936,2.826,4.164,-0.3387,355.2919
-53.81,2.981,3.968,-0.2793,355.4919
-53.677,3.13,3.761,0.5417,355.6918
-53.56,3.292,3.542,-0.1726,355.8911
-53.438,3.449,3.31,-0.7686,356.0899
-53.293,3.586,3.06,-0.943,356.2895
-53.125,3.694,2.902,1.0487,356.4895
-52.983,3.834,3.288,-0.4592,356.6889
-52.83,3.961,3.633,-0.5616,356.8876
-52.662,4.07,3.949,-0.1343,357.0876
-52.492,4.174,4.219,-0.3857,357.2875
-52.314,4.265,4.025,-0.5449,357.4875
-52.127,4.336,4.313,-0.1267,357.6874
-51.938,4.403,4.161,-0.0842,357.8874
-51.748,4.466,3.964,-0.2659,358.0873
-51.556,4.519,3.758,-0.6252,358.2869
-51.358,4.548,3.997,-0.286,358.4869
-51.159,4.565,3.792,0.6141,358.6868
-50.964,4.606,3.988,-0.3435,358.8863
-50.767,4.634,3.784,-0.6166,359.0849
-50.567,4.638,3.657,-0.1223,359.2849
-50.367,4.637,3.431,0.0835,359.4849
-50.167,4.639,3.189,-0.8679,359.6849
-49.972,4.607,3.42,-0.1417,359.8827
-49.777,4.57,3.18,0.8217,360.081
-49.578,4.565,2.918,-1.0369,360.2807
-49.383,4.519,3.304,-0.2744,360.4807
